N	P	K	temperature	humidity	ph	rainfall	label
8	75	21	26.21817002	60.87960277	5.91645379	41.03581719	lentil
89	26	31	25.33347227	63.85536903	6.797852963	195.4854295	coffee
18	18	35	25.89609542	96.38674791	5.923562175	146.9045969	coconut
10	24	27	27.57283516	94.90485697	5.708409601	145.9298935	coconut
76	45	39	22.31799217	81.33285835	6.134875142	225.1891992	rice
40	18	29	27.3901969	95.65618121	5.68991033	156.5378948	coconut
19	67	18	18.88666903	50.0788625	6.408236502	197.2815221	pigeonpeas
96	82	51	25.41302397	79.36422723	6.399635219	101.2061242	banana
120	34	28	24.57280033	51.64734147	6.371562145	134.8291964	coffee
69	35	42	25.11207376	77.94132789	7.120110335	172.2674592	jute
17	64	17	21.02213209	24.93896255	5.662699104	124.6118471	kidneybeans
9	8	15	14.34320488	94.35734702	7.994465371	110.2223123	orange
35	10	33	28.30719386	96.33273271	6.02295869	148.0728883	coconut
75	41	42	26.98582182	78.47847506	6.784996962	172.729158	jute
98	5	49	25.90130996	82.97946894	6.292306761	43.43315696	watermelon
4	133	196	23.99686172	92.05081677	5.917893144	118.9824124	apple
105	36	27	26.69640888	57.66348386	6.114788701	119.5927843	coffee
17	11	32	28.74013335	93.39676499	5.620733794	156.7650823	coconut
75	52	39	23.34322698	80.62475567	5.893713054	247.5502832	rice
23	72	84	19.02061277	17.13159126	6.920251378	79.92698081	chickpea
23	5	8	32.25979064	90.56278721	7.851737314	100.1737964	orange
20	72	18	31.67876902	55.69782054	6.074867041	188.4553175	pigeonpeas
21	48	20	28.55050162	88.52901824	6.726634093	48.12489116	mungbean
8	12	38	20.00652374	91.69333287	6.32652049	111.2678883	pomegranate
81	37	17	23.93328992	64.79761011	5.662674711	81.9940975	maize
117	15	55	24.04355803	83.88325288	6.789056492	47.11190094	watermelon
37	72	18	18.87614998	24.54038287	5.724242065	105.4120514	kidneybeans
0	80	20	19.69047934	24.95824911	5.671629639	119.1742496	kidneybeans
26	18	42	19.72620525	89.64934166	6.910374919	108.2287276	pomegranate
70	50	53	37.4620912	90.44967809	6.933809743	172.3458448	papaya
40	17	8	22.55782624	92.64677376	6.400361894	110.9217557	orange
107	37	17	24.23952709	77.70561414	6.496708214	71.1846814	cotton
3	26	39	24.38318965	91.19431555	7.079973241	103.6012114	pomegranate
31	74	25	34.9466155	65.01905718	6.973806913	63.12048368	blackgram
48	50	50	38.45541594	90.03863107	6.573288713	225.7781986	papaya
40	32	33	34.6856567	47.75944716	4.868669205	96.20010222	mango
38	21	32	25.00872392	91.04576478	6.470465614	131.0900076	coconut
19	64	21	27.46468865	64.25304719	7.841496029	36.42484386	lentil
84	29	33	25.79840025	55.71219698	6.641687809	123.5205086	coffee
29	17	25	28.41928957	95.76615901	6.258255007	143.9504812	coconut
102	95	49	28.80312266	81.35273611	5.522601011	101.8445029	banana
39	74	81	19.42343042	14.25803981	6.506779937	84.63646953	chickpea
12	20	34	26.97021484	93.63265664	6.051412047	166.453789	coconut
5	138	200	23.19660841	94.60427362	6.333623066	114.7114917	apple
22	48	15	27.89805372	64.95585424	9.561510004	67.21926489	mothbeans
39	74	81	20.99502153	15.78841494	8.166915553	78.11790729	chickpea
17	134	195	23.99686172	90.02575116	6.048160474	101.9105598	apple
5	26	44	21.38537559	89.25886588	7.00307223	102.6287458	pomegranate
20	20	41	23.12612523	88.88300564	6.154401016	104.1404498	pomegranate
60	72	84	20.50059787	15.6714472	7.28954468	90.20597421	chickpea
12	15	8	27.91460572	92.52406621	7.002354074	110.5867807	orange
78	59	39	24.96719665	81.05481478	6.740092127	194.0298901	jute
80	19	49	29.0768469	92.15686793	6.43784789	28.55036954	muskmelon
19	63	18	21.45666188	19.52608147	5.793993549	60.27552528	kidneybeans
29	30	35	26.46944265	98.87882594	6.034689442	170.9440265	coconut
118	21	51	24.42998931	86.33904774	6.678805092	48.58241822	watermelon
22	41	23	29.82316128	83.43097774	6.974012805	52.17684829	mungbean
19	120	201	23.04435312	93.18904795	5.975228864	114.7409186	apple
12	74	16	29.94413861	63.656513	5.91645379	37.35917831	lentil
101	36	31	27.35636092	69.94807345	7.493191968	178.2980094	coffee
35	60	15	26.19409486	69.92375891	6.598466808	43.87653149	lentil
43	68	83	18.90419073	17.11545325	7.752270339	72.06504142	chickpea
60	57	24	18.66116213	61.55327249	6.121294041	75.03247667	maize
24	16	30	27.26876841	99.43850405	5.525652148	214.1127945	coconut
10	79	20	24.98287462	66.895409	6.379881442	38.21370568	lentil
64	64	52	23.0124018	91.302279	6.542533286	64.201566	papaya
21	35	21	29.51481751	84.32928443	6.363586178	50.77210222	mungbean
36	19	30	27.64453045	95.19088366	5.923506211	197.6990929	coconut
18	30	29	26.7627493	92.86056895	6.420018717	224.5903664	coconut
104	48	19	24.24399783	79.33404605	7.092513368	85.29118126	cotton
31	76	17	29.55333917	69.92375891	6.666945513	44.82893262	lentil
90	55	45	26.15782089	80.52787596	6.384958824	168.3735629	jute
109	36	18	25.40059227	76.53237965	7.524707577	62.5138867	cotton
67	56	49	25.20847489	92.63311575	6.691458975	93.43437029	papaya
16	16	8	10.13199114	92.81888403	7.130083965	108.1119485	orange
31	36	20	28.8531484	83.52562263	7.199495368	51.79505781	mungbean
27	39	16	28.05502168	89.99615558	6.894720172	58.60411741	mungbean
40	48	18	27.27929889	55.57965703	9.298405076	43.40141635	mothbeans
29	35	28	28.3471611	53.53903102	6.967417766	90.40260445	mango
33	141	201	22.27378313	91.76383266	6.004594803	116.0742774	apple
83	9	45	25.85483596	89.13163965	6.049609892	46.85176955	watermelon
19	12	7	28.88168073	92.40144207	7.003018933	113.8292568	orange
29	50	17	29.9145443	86.2047663	7.199495368	56.80502653	mungbean
9	18	34	29.7907349	46.94880224	6.269835051	91.71183427	mango
1	60	22	23.84802322	66.12485401	6.793430805	47.20201544	lentil
93	37	33	25.97294063	62.22633888	7.208328285	153.9067792	coffee
109	12	48	29.45771748	92.12534736	6.708743843	20.76212031	muskmelon
40	66	22	27.9165364	68.33088473	7.276104248	69.09616464	blackgram
107	7	49	29.59699885	93.75475306	6.294864701	29.12173325	muskmelon
92	36	18	21.20531335	69.41223443	6.167607729	95.31434695	maize
96	14	49	26.8343351	85.59342465	6.34872601	45.8428709	watermelon
118	53	22	23.98516219	79.77539991	7.08600883	77.75180941	cotton
98	30	48	24.35551532	81.91698538	6.000975617	47.77983233	watermelon
13	53	22	30.96331871	50.44185545	4.486527598	43.2572575	mothbeans
27	5	11	30.00308455	92.6110183	7.022897358	116.0815411	orange
38	35	27	28.04897476	48.04768755	5.311054565	91.83643479	mango
29	55	16	19.9453151	23.83810161	5.981052486	67.36815159	kidneybeans
76	44	43	22.79749432	81.57299037	6.807005842	297.2992197	rice
33	135	202	8.825674745	81.02058735	5.654077073	68.61532506	grapes
23	70	18	23.39726413	49.21871084	5.877375007	135.7147907	pigeonpeas
67	43	37	24.0576307	83.0935843	6.803895621	235.4710546	rice
26	35	31	33.44619894	53.05980465	5.339556562	98.05089394	mango
70	43	40	24.35564134	88.80391021	6.176860192	169.1168028	jute
87	48	25	18.65396672	61.37879671	6.656730008	93.62039175	maize
40	65	20	28.32065544	69.44173217	7.137180812	50.23199844	lentil
44	75	22	30.0328403	64.14800537	7.574561547	71.21006868	blackgram
113	28	48	28.87726019	92.48839665	6.170520518	24.44267592	muskmelon
32	20	35	26.52166434	98.38227669	5.588655387	144.6261698	coconut
32	64	16	22.2781245	19.5422287	5.759476596	92.83589891	kidneybeans
101	21	54	28.52570271	91.63336877	6.582899952	27.49485652	muskmelon
30	75	25	30.33276599	42.35249879	6.446091759	149.299952	pigeonpeas
66	35	45	25.09269135	77.71466189	6.654867654	174.9008883	jute
89	49	38	23.71692439	88.72031581	6.431845922	165.080367	jute
89	81	51	27.78878982	83.87460898	6.206604125	106.4663005	banana
112	84	49	27.24179304	83.44307664	5.851722368	107.8522005	banana
83	11	53	29.54097171	92.91778307	6.163921248	21.9653077	muskmelon
28	66	23	21.53989176	24.25386207	5.99616119	120.6913038	kidneybeans
19	125	202	20.20084288	82.52099297	6.142082349	67.0216767	grapes
48	62	15	25.36586097	66.6379724	7.538631462	65.81655892	blackgram
37	45	20	25.87676937	48.44012851	4.924094791	46.81302124	mothbeans
10	67	20	20.79718246	24.43352086	5.607352148	92.05845495	kidneybeans
34	24	35	26.11026744	93.84426033	6.375219801	172.0065083	coconut
22	14	6	15.45133085	91.60952554	6.09879456	106.9146823	orange
22	134	199	17.41655448	81.49351011	5.883490305	68.42133859	grapes
99	17	50	25.81879049	87.80317327	6.651900942	47.99383403	watermelon
102	28	54	25.15623099	80.27525115	6.862157042	55.49541453	watermelon
40	58	15	29.46416042	87.60890009	6.978400282	43.15411472	mungbean
114	8	52	29.34081108	94.5513539	6.419083092	28.22908103	muskmelon
58	66	48	35.90102669	94.30178741	6.744823833	196.8573116	papaya
30	64	15	29.84633088	63.57129223	6.6742642	71.2425364	blackgram
70	49	39	24.62543894	81.18887837	6.622463286	156.6347476	jute
99	50	40	20.89447753	81.23117978	6.152817943	249.375529	rice
20	19	35	27.9247189	94.82366559	6.129292112	156.702295	coconut
65	63	45	43.67549305	92.24799198	6.676721388	40.35153141	papaya
60	76	21	34.07806253	65.02638709	6.856326939	74.91559514	blackgram
46	65	85	18.35835695	18.14975153	6.46169677	81.07082771	chickpea
15	67	23	24.97712167	63.156178	7.126001688	41.65132396	lentil
128	47	17	24.51934337	80.98228886	7.123721161	93.32948551	cotton
109	36	16	22.71721289	77.83885855	6.835120563	80.241341	cotton
52	67	49	34.82089265	92.10752849	6.985753899	212.3886883	papaya
110	14	51	29.08207041	92.08418592	6.103371174	24.40280201	muskmelon
32	30	6	20.61359513	94.54141912	7.730558131	111.1993246	orange
62	42	36	22.78133816	82.06719137	6.430010215	248.7183228	rice
19	13	33	27.02196642	91.43516293	5.766913282	150.5378107	coconut
17	15	28	33.71304578	51.86846003	5.693591855	93.47231568	mango
25	140	204	23.24473395	94.92048112	6.481062854	120.1736906	apple
48	49	53	36.47264736	94.04636863	6.927583833	55.23220342	papaya
81	40	21	22.03264426	69.70253089	6.223432597	83.94362138	maize
122	46	19	23.31018576	79.93557171	7.203835485	79.00134336	cotton
22	23	25	27.94625064	99.98187601	5.985757713	131.0900076	coconut
103	35	29	23.48899514	50.04557009	6.487217256	150.1533097	coffee
36	132	201	25.95271879	81.1688544	5.648091964	69.63028941	grapes
27	20	6	24.18125653	94.96419851	7.78259981	110.4632799	orange
128	47	21	24.12246401	77.60440707	7.463332809	66.846458	cotton
20	144	201	18.24247831	81.93553876	5.855051558	68.82352841	grapes
60	72	19	27.03802196	66.75534556	6.912848947	68.30240289	blackgram
89	18	45	25.72296924	85.65218166	6.322676857	41.25895092	watermelon
57	63	19	28.88803514	69.95586931	7.194669884	70.01028402	blackgram
26	30	34	27.81473748	93.07752814	5.59668758	172.6607556	coconut
101	11	51	24.04355803	80.80594059	6.839857213	49.65700358	watermelon
100	43	40	24.91959373	86.08662351	6.459619608	159.5224581	jute
13	68	23	26.53128576	35.48152636	6.356940748	196.7528215	pigeonpeas
134	52	18	23.9643129	76.59175937	7.994679507	76.13090645	cotton
107	43	15	24.69231204	77.00508182	7.022988295	73.74564925	cotton
118	42	15	23.20813364	75.9860073	6.205972193	71.42991989	cotton
69	53	37	26.4566004	88.35710742	7.144570486	178.001601	jute
31	26	30	35.29084113	48.04587427	5.292217973	89.29147581	mango
28	75	21	24.7741949	50.54621094	6.007508163	114.2821387	pigeonpeas
119	49	17	23.05637679	79.9808815	6.101382094	83.39181205	cotton
27	29	34	29.56971873	91.14536427	5.917783915	223.9889357	coconut
3	11	40	23.29066509	86.42417693	6.509178985	106.6979223	pomegranate
40	69	25	25.07691754	66.75464373	6.768041285	51.91781778	lentil
16	45	21	27.09977206	64.95585424	6.108714345	53.98380529	mothbeans
89	46	18	18.04185513	58.24332426	6.385333243	100.1973577	maize
60	44	23	24.7947077	70.04556743	5.722579819	76.72860067	maize
83	38	35	26.91997336	83.68631621	6.073347105	240.5075484	rice
37	30	26	30.16791316	47.05068789	4.507523551	97.7419473	mango
81	18	50	26.44019475	80.91934337	6.507110986	47.81847573	watermelon
25	74	18	15.33042636	19.50622733	5.99812453	116.2812482	kidneybeans
95	31	27	25.98970364	56.56091991	7.024504934	147.8020425	coffee
98	85	52	29.90888522	81.5509526	6.490074429	107.8489775	banana
99	33	33	25.13512487	54.67153994	6.049600654	167.4410435	coffee
19	55	22	27.87803706	86.19153189	7.119125252	48.09781291	mungbean
4	40	26	27.58258929	48.56916221	6.720041791	95.8445641	mango
34	128	195	8.825674745	83.98351748	5.607532023	68.09233446	grapes
53	55	55	33.32315744	91.25271223	6.709668804	234.496633	papaya
18	19	8	24.9022987	90.75378178	7.73807368	100.4116797	orange
20	47	20	25.71464836	64.95585424	7.219539163	39.8923507	mothbeans
104	5	45	25.40368376	84.18706908	6.956508826	47.54365	watermelon
25	64	20	33.15122581	32.45974539	4.807776749	105.0380275	pigeonpeas
26	28	39	19.96840567	89.62603614	7.004145071	110.9296085	pomegranate
105	16	53	28.98416149	91.20484523	6.355143164	23.25412716	muskmelon
22	26	38	22.92052307	85.12912161	6.988035315	110.2437841	pomegranate
100	90	47	28.31971835	79.51481941	5.519042769	105.8383136	banana
23	37	21	28.01940686	43.44571564	4.793701763	59.65372769	mothbeans
15	125	202	27.35420815	80.94175915	5.90313057	72.03873886	grapes
30	26	44	24.96273236	86.61006123	7.199504273	109.3518691	pomegranate
24	21	38	24.96273236	90.28888571	5.561851831	112.4750941	pomegranate
8	59	18	29.50523036	35.72032498	6.216814453	187.8961851	pigeonpeas
120	87	52	27.67469939	82.22268669	5.911727403	113.9025652	banana
34	56	17	20.32135527	22.14325449	5.788901586	121.0511704	kidneybeans
87	50	39	26.98582182	76.44591134	7.286208488	188.7223707	jute
4	24	43	24.7035518	87.8026025	6.674505923	103.8815712	pomegranate
126	46	25	24.83707021	78.94833667	7.40545511	80.92941328	cotton
106	95	55	26.46835821	79.55041587	6.490074429	105.7372123	banana
116	52	19	22.94276687	75.37170612	6.114525877	67.08022574	cotton
95	38	22	19.84939404	61.24500053	5.730617109	100.7689246	maize
27	60	21	26.41463409	49.78416275	6.306115656	48.02539167	mothbeans
112	87	48	27.19711623	77.3970629	6.200111068	99.46950465	banana
16	18	44	22.72508605	88.8833688	5.92161044	106.6156543	pomegranate
101	10	52	28.88184367	91.79890367	6.523795357	24.1477211	muskmelon
20	8	12	25.2990432	94.96419851	7.260416405	117.9733424	orange
31	27	28	35.99009679	49.26078217	5.711226006	95.15263964	mango
49	63	45	31.91984801	92.40684227	6.792320797	103.8534586	papaya
110	75	45	27.69381437	79.09611502	5.805180367	92.26735874	banana
97	43	41	22.92514312	80.54705106	6.795233809	239.0176717	rice
10	30	31	30.47765078	49.97330836	4.79270191	93.79724107	mango
9	20	33	27.14886121	95.11381529	5.50158009	133.945793	coconut
26	11	12	24.26624622	93.4958667	6.779162761	108.1930013	orange
115	87	49	26.89076997	84.15012923	6.10498798	98.48968354	banana
56	58	49	37.13165026	94.60761797	6.69215564	172.4788062	papaya
28	132	199	21.54759682	92.79344827	5.640558383	117.8408789	apple
40	80	20	22.22931015	24.32322191	5.545711452	81.91583669	kidneybeans
96	81	48	27.73135596	80.03190924	6.143281101	94.51760425	banana
26	55	80	19.189048	17.01638349	6.670305447	80.00085534	chickpea
84	52	45	23.09433785	76.24296591	6.737269928	156.9080431	jute
35	55	22	30.88883074	52.62696801	8.634929739	55.51932414	mothbeans
70	43	43	25.40021326	78.53998296	6.645250745	164.0445619	jute
91	49	19	22.96713834	68.14008835	5.928915455	98.24935706	maize
84	46	40	24.26547394	79.71296331	6.784335645	150.2355238	jute
17	5	12	34.90665289	92.83699712	6.509540144	108.7563375	orange
22	11	31	25.34886688	92.33403546	6.12403186	168.2390925	coconut
52	73	79	17.25769499	18.74943955	7.840339389	94.00287214	chickpea
40	11	13	29.02977127	90.00621688	6.384228292	111.9378359	orange
20	40	30	27.42588513	50.47848537	6.643574733	92.49587641	mango
57	69	48	41.96010405	90.90321141	6.806279651	136.5819762	papaya
23	68	24	24.96692332	36.45176603	5.213126373	138.4626603	pigeonpeas
27	5	39	21.28514246	91.05354217	5.883606258	105.0911623	pomegranate
111	34	25	25.80562367	55.07388147	6.723417344	136.4871549	coffee
40	59	20	19.72432357	24.53005691	5.807480399	113.1891469	kidneybeans
26	129	198	22.41508189	91.71593904	5.891519208	116.0618152	apple
6	144	198	21.11478672	90.31528693	5.559363609	104.5086618	apple
3	14	28	26.74056186	90.77634699	5.602537423	178.0180718	coconut
9	16	39	18.41164435	91.11927248	6.101198974	105.1834976	pomegranate
10	19	30	28.76066216	94.87557679	5.908651207	220.1870409	coconut
19	121	205	26.38759988	82.27269561	5.749906197	70.95641292	grapes
12	50	22	30.99439875	62.35691256	7.107469665	66.77140834	mothbeans
9	35	20	27.41503453	80.98004661	6.91380932	40.53173216	mungbean
24	63	25	20.28561703	21.31859804	5.851971789	60.27552528	kidneybeans
49	59	17	29.41342792	62.34554861	6.967273439	69.57615813	blackgram
27	64	16	28.9918011	65.4083713	7.257526901	70.95076569	blackgram
24	130	197	34.14002078	82.31165521	5.726386147	69.12085188	grapes
81	39	38	23.7839031	81.57289553	6.864527858	285.2499376	rice
17	20	39	23.48545627	92.7399844	5.629148747	107.4564047	pomegranate
118	81	53	25.58272182	82.79475307	6.055094268	102.5469279	banana
25	128	196	28.78354738	82.32358334	5.859976901	67.50583232	grapes
76	42	41	25.02568168	82.71793652	5.803250315	251.2529241	rice
40	71	20	19.77260783	22.69257997	5.502999119	97.50376909	kidneybeans
19	39	17	29.2808618	81.8009244	6.890156495	44.47427436	mungbean
24	42	23	28.22471276	82.35916228	6.428054409	44.01206619	mungbean
25	137	201	24.1638957	82.94091909	5.969096817	70.30241859	grapes
88	45	42	26.70241745	83.65833488	6.630453739	178.2662486	jute
37	70	78	19.53544446	16.48312878	6.588634707	78.72280079	chickpea
112	84	51	27.7657892	81.42280085	5.737148899	110.8895824	banana
9	68	24	29.61027367	37.17429567	5.62798029	145.3908677	pigeonpeas
37	5	34	25.79490531	93.84150618	5.779032666	152.4238712	coconut
35	57	83	19.48316794	17.44534641	7.476800943	80.4986291	chickpea
59	69	80	19.07937684	17.86754927	8.165359297	69.40619137	chickpea
82	47	35	25.31700863	81.20159035	7.488014404	168.4392728	jute
32	52	15	28.04141634	84.47229484	6.218923893	46.66808102	mungbean
81	46	15	22.50562215	64.81520156	6.250576833	94.13197128	maize
6	69	20	19.19380152	20.36354229	5.700488851	116.2841779	kidneybeans
105	15	33	24.79038161	60.45311453	7.4324586	199.4735636	coffee
31	63	16	30.73000829	63.04460192	7.543410767	64.83974465	blackgram
86	55	45	26.92995077	82.4112612	6.15525667	219.4771008	rice
25	22	40	18.39644525	86.90370665	6.970227141	108.9101925	pomegranate
110	16	47	27.60304126	93.36513139	6.517729041	20.34696402	muskmelon
40	48	24	28.41332703	54.31150854	7.320861731	62.18703393	mothbeans
8	39	19	27.62426379	82.60502945	6.835635248	59.35215121	mungbean
13	24	26	31.2909145	50.67762989	6.967417766	96.02527781	mango
66	49	40	23.09433785	77.32363389	6.93448826	179.3039724	jute
9	124	201	23.98104986	90.78491813	5.514253142	120.5676713	apple
26	63	17	27.66261604	63.04936813	7.061274779	74.91559514	blackgram
20	72	15	36.00415838	56.01334416	7.313517308	134.8596466	pigeonpeas
83	35	35	20.39681604	82.82884247	5.159053695	217.8262236	rice
93	21	53	27.71347067	91.32272011	6.002927293	24.34653855	muskmelon
94	53	40	20.27774362	82.89408619	5.718627178	241.9741949	rice
107	89	47	29.26468842	80.21435625	5.940931525	90.10978128	banana
63	49	40	23.77265659	83.99840942	6.764232475	158.205874	jute
106	43	17	23.73723372	82.4867432	7.903813879	81.79839228	cotton
21	61	19	24.7924959	65.07395817	7.105070839	46.68340453	lentil
99	46	38	26.92995077	81.97633413	5.443014621	182.5616319	rice
12	31	30	30.92505518	49.85266785	4.915989315	94.47523072	mango
89	38	39	25.97299742	73.99557123	7.328097961	188.6296107	jute
82	47	39	23.17927457	80.83644984	6.403933875	230.1811404	rice
29	132	204	23.08950736	90.22507299	6.0967531	108.2166601	apple
16	133	198	26.90941997	81.33491311	6.049917457	72.29101308	grapes
32	75	19	32.2264647	54.09046707	5.387760403	115.237584	pigeonpeas
20	71	20	26.19520632	63.39488032	6.910927595	40.94592118	lentil
5	11	29	27.94033544	92.34530107	6.301920027	175.3695307	coconut
65	44	39	23.33839715	81.04627658	6.843101093	160.72365	jute
23	134	205	27.71518574	82.09213358	6.15748261	65.01095312	grapes
33	67	18	36.97794384	54.80707366	5.914388497	146.3034475	pigeonpeas
79	47	35	24.82509257	79.23311034	7.217068285	181.3595662	jute
14	25	33	30.12592978	53.11876174	6.486419675	93.28336361	mango
112	5	55	25.35427635	89.98405233	6.089361484	47.32721044	watermelon
58	61	15	30.94908189	64.23364112	7.402891666	62.78730907	blackgram
39	64	52	28.91842453	94.63676767	6.678695788	63.68794608	papaya
113	81	52	26.51239995	78.42537237	6.294737819	115.8573132	banana
17	62	15	24.49292113	67.49154285	7.395251894	44.41491446	lentil
90	35	41	26.92995077	80.78084445	6.68301531	251.9628505	rice
27	52	19	27.95714601	89.69914117	7.199495368	57.15471206	mungbean
114	50	18	24.18795393	80.3742292	7.021176883	99.93100821	cotton
36	59	46	34.28879307	93.61082872	6.721130543	127.2509777	papaya
28	35	22	29.53037621	86.73346018	7.156563094	59.87232071	mungbean
14	51	24	27.75439891	83.95435236	6.584920972	41.28490192	mungbean
50	75	20	32.55180757	69.96100028	7.432866783	64.49000422	blackgram
120	27	53	29.94349168	91.07372452	6.310245407	20.21126747	muskmelon
114	25	45	27.87004908	90.69624107	6.025687209	23.49476818	muskmelon
31	137	200	22.61727346	92.76032716	5.861252807	100.1173443	apple
8	64	16	22.76683953	20.37039329	5.99812453	86.03964962	kidneybeans
60	55	45	21.40865769	83.3293191	5.935745417	287.5766935	rice
6	23	30	29.73543874	47.39531297	6.027473779	89.90933346	mango
40	71	78	19.88834539	14.25803981	8.203933906	81.03122527	chickpea
13	121	196	22.20700989	93.50574163	6.443382913	120.1593771	apple
18	68	20	21.46715416	23.85005545	5.502999119	149.7441028	kidneybeans
37	137	199	22.63946441	90.18451645	5.697945522	108.3405879	apple
85	49	43	26.98582182	84.2678691	7.487777275	178.0319501	jute
29	49	20	26.71480824	52.3892928	6.066861641	56.03457497	mothbeans
111	81	54	27.41313485	77.78240735	5.794794975	119.84797	banana
80	43	43	23.78756036	74.36794079	6.014572075	172.6442654	jute
0	39	31	34.77307512	50.20563163	5.558067226	100.8124659	mango
25	25	42	22.01873241	89.24154182	5.878086175	106.8401487	pomegranate
96	5	48	25.819056	87.37713346	6.776409832	43.62990419	watermelon
3	56	17	28.19912143	53.50567601	8.709291688	52.13580529	mothbeans
114	47	21	23.96888128	81.70249364	7.633900642	99.93100821	cotton
26	74	83	18.66736146	16.3573456	7.184412663	76.67257992	chickpea
33	47	17	24.86803974	48.27531965	8.621514073	63.9187654	mothbeans
89	87	52	27.0773186	83.73486772	5.904184505	116.3654265	banana
94	21	53	26.44668743	84.70780054	6.689557138	55.61094736	watermelon
31	126	195	32.12804947	80.10141509	6.261478875	70.3575888	grapes
94	84	49	29.53940458	80.45227632	5.85809486	97.1408089	banana
8	22	10	21.57070403	91.83213315	6.010391864	116.9566612	orange
84	35	45	24.88543763	80.42245693	6.231872782	184.7478987	jute
27	26	39	24.96273236	90.41092718	6.345558289	109.2669553	pomegranate
29	141	198	21.86452056	94.92048112	6.499226821	111.1093332	apple
111	53	19	23.96436009	78.02763149	6.419536555	84.63148859	cotton
109	17	45	28.81181764	94.64794718	6.327652846	24.63306114	muskmelon
49	54	50	25.62446619	93.18240298	6.762522087	97.26336657	papaya
35	73	19	20.46919663	22.20473186	5.951149643	69.99220595	kidneybeans
16	30	8	34.90665289	90.94335609	7.231590125	111.4948472	orange
71	47	35	26.69032047	82.90039081	7.178470338	212.7566494	rice
20	43	24	25.71904234	51.02370929	8.046337218	60.17671645	mothbeans
41	73	24	34.44387239	61.94484067	6.61824597	62.63775642	blackgram
39	6	43	20.56399508	91.69064287	6.377055165	111.6497042	pomegranate
24	10	9	17.0000884	90.00621688	6.721604277	107.9383955	orange
82	44	36	23.09433785	72.35413188	6.641519629	164.2605041	jute
29	12	10	17.43924705	94.4302397	7.449347741	111.1599861	orange
80	46	41	25.57889836	85.89020221	6.961208954	184.1506588	jute
7	72	25	21.99137937	67.7054063	7.084263384	47.83161979	lentil
9	21	32	32.26935342	53.56092806	5.870116071	95.94035356	mango
116	24	45	25.31524574	85.03706878	6.440214032	51.47661219	watermelon
16	17	10	18.95142472	93.72818001	7.008120917	104.7850203	orange
60	49	42	26.52459441	78.6243155	6.886533069	167.8715526	jute
49	60	47	25.88735419	92.30916866	6.729639424	217.5695156	papaya
130	56	24	22.90302729	80.24549409	6.493631971	89.72517482	cotton
21	63	17	25.08966129	68.17543102	6.559681838	41.45486619	lentil
68	51	41	20.46184915	82.00395957	7.145404295	264.9714353	rice
90	47	39	23.65359824	76.29742929	7.488014404	160.5296624	jute
71	50	22	22.19812252	59.82448294	5.513697923	79.73085524	maize
49	78	15	29.59125394	64.84304245	7.463232126	70.08387083	blackgram
99	40	33	25.75809959	56.88415253	6.982027815	199.4735636	coffee
34	54	24	31.2119298	41.55934359	5.026003659	68.80141783	mothbeans
36	67	77	18.36952567	19.56381041	7.152811172	79.26357665	chickpea
105	10	48	26.26028691	88.63424188	6.892003473	51.4953749	watermelon
67	43	38	25.21622704	70.88259632	7.299304715	195.8645552	jute
31	25	38	24.96273236	92.40501423	6.497366677	109.4169192	pomegranate
6	48	24	28.6362812	84.61431076	6.790736339	48.48319335	mungbean
11	125	195	22.20912149	90.02575116	6.163510211	111.4392938	apple
46	56	50	34.99171087	91.77698662	6.685697619	124.3028947	papaya
136	36	24	22.74446976	80.41198458	7.59781958	90.07326633	cotton
67	51	24	23.50297882	61.32026065	5.584171461	64.77791424	maize
37	52	17	27.97113651	83.05863035	6.64230345	54.19236879	mungbean
18	49	22	29.28383179	89.99615558	6.871600803	39.46606145	mungbean
110	25	54	28.91105641	90.78413842	6.425930938	23.44398467	muskmelon
0	24	33	27.00315545	51.42883927	6.095128504	98.62109347	mango
108	42	22	22.42956894	79.61919384	5.801047545	78.26744778	cotton
99	7	54	25.1647341	86.33307887	6.540895267	48.65503664	watermelon
99	22	51	25.69475671	85.69336294	6.100090634	49.26995043	watermelon
5	45	22	25.6407107	62.87694689	9.93509073	30.92014047	mothbeans
96	14	55	26.618171	85.7801307	6.277293831	50.57424712	watermelon
15	13	15	34.90665289	92.60586167	7.019981012	110.8800677	orange
44	67	79	20.99502153	15.83571982	7.845175165	79.02979754	chickpea
101	28	25	24.45327576	58.50059156	6.609537329	192.1143486	coffee
13	18	7	14.30637128	93.52751958	6.395469759	118.2090097	orange
74	48	35	24.44911407	74.16289009	7.294353212	183.7737237	jute
16	124	200	25.87215324	82.60683322	6.196997649	67.84368872	grapes
35	77	83	18.00696311	17.72210795	7.165747628	80.45460616	chickpea
91	86	51	28.35077693	75.93164909	6.359511287	93.98155895	banana
88	52	39	23.92887902	88.07112278	6.880204617	154.6608736	jute
40	63	45	34.21780786	91.10879834	6.993473247	167.0169671	papaya
106	14	45	27.6211159	93.57327474	6.002927293	26.40965673	muskmelon
4	53	16	27.01470397	85.76958998	6.864820952	47.49314226	mungbean
27	138	198	23.40652313	91.21917379	5.605200626	103.9068116	apple
98	26	49	27.29035669	90.53330091	6.130160473	23.49535234	muskmelon
10	40	29	30.29054308	48.6700672	4.507523551	97.49789045	mango
60	60	22	23.90288311	63.66263009	6.105919526	90.79353683	maize
